,header,author,last_post,replies,views,topic,lp_date_time,lp_author
322,Trump Hotel in Chicago?,EFifty5AMG,11-28-2009 02:29 AM by EFifty5AMG,0.0,591.0,"travel, hotels and food",2009-11-28 02:29:00, EFifty5AMG
323,Roast on Friday,stuka,11-27-2009 10:52 PM by stuka,2.0,493.0,"travel, hotels and food",2009-11-27 22:52:00, stuka
324,Pizza sauce,Dunner,11-22-2009 11:08 PM by Dunner,2.0,411.0,"travel, hotels and food",2009-11-22 23:08:00, Dunner
325,Four Hundred Newsletter November/December 2009,Four Hundred,11-20-2009 02:02 PM by Four Hundred,0.0,833.0,"travel, hotels and food",2009-11-20 14:02:00, Four Hundred
326,Dinner / wine tasting with Thomas Keller tomorrow,Sine_Qua_Non,11-15-2009 05:41 PM by Sine_Qua_Non,2.0,586.0,"travel, hotels and food",2009-11-15 17:41:00, Sine_Qua_Non
327,Where to get good carpaccio in LA?,stuka,11-14-2009 04:20 PM by stuka,0.0,373.0,"travel, hotels and food",2009-11-14 16:20:00, stuka
328,Theatre in London,Bonita,11-13-2009 12:27 PM by Bonita,0.0,383.0,"travel, hotels and food",2009-11-13 12:27:00, Bonita
329,Public Service Announcement,sean,11-11-2009 09:40 PM by sean,4.0,460.0,"travel, hotels and food",2009-11-11 21:40:00, sean
330,Hotel in Paris,slatett,11-09-2009 10:05 PM by slatett,19.0,1385.0,"travel, hotels and food",2009-11-09 22:05:00, slatett
331,St Barths/Barts,pearlcoupeg35,10-31-2009 08:33 PM by pearlcoupeg35,2.0,409.0,"travel, hotels and food",2009-10-31 20:33:00, pearlcoupeg35
332,"Washington, DC...restaurants? Nightlife?",cjstei2,10-26-2009 10:05 AM by cjstei2,0.0,374.0,"travel, hotels and food",2009-10-26 10:05:00, cjstei2
333,Sardine Factory thanks to Redlinerobert,SoCal,10-24-2009 02:58 AM by SoCal,2.0,490.0,"travel, hotels and food",2009-10-24 02:58:00, SoCal
334,"Milan on tuseday, lunch where?",bmoores,10-21-2009 11:19 AM by bmoores,4.0,454.0,"travel, hotels and food",2009-10-21 11:19:00, bmoores
335,Anyone have any nightclub recs in NYC?,ashokn225,10-20-2009 05:39 PM by ashokn225,26.0,1735.0,"travel, hotels and food",2009-10-20 17:39:00, ashokn225
336,The OFFICIAL Monaco and French Riviera Thread.,MONACO BODYGUARDS™,12-12-2020 02:24 PM by MONACO BODYGUARDS™,1200.0,247559.0,"travel, hotels and food",2020-12-12 14:24:00, MONACO BODYGUARDS™
337,"Just booked tix to Europe, advice for Rome/Florence/Barcelona needed...",dafoozeking,10-20-2009 03:55 PM by dafoozeking,22.0,1012.0,"travel, hotels and food",2009-10-20 15:55:00, dafoozeking
338,London,Green,10-19-2009 04:49 PM by Green,15.0,953.0,"travel, hotels and food",2009-10-19 16:49:00, Green
339,Four Hundred Newsletter October 2009,Four Hundred,10-19-2009 04:32 PM by Four Hundred,0.0,771.0,"travel, hotels and food",2009-10-19 16:32:00, Four Hundred
340,Where do you recommend to eat in NYC.,dafoozeking,10-19-2009 02:40 PM by dafoozeking,16.0,1074.0,"travel, hotels and food",2009-10-19 14:40:00, dafoozeking
341,Getaway in CA?,Alzilla,10-18-2009 01:43 AM by Alzilla,3.0,405.0,"travel, hotels and food",2009-10-18 01:43:00, Alzilla
342,Three cup chicken,Shadow,10-15-2009 02:55 PM by Shadow,18.0,1156.0,"travel, hotels and food",2009-10-15 14:55:00, Shadow
343,Had some Taiwanese food today in the SG Valley,stuka,10-14-2009 11:31 PM by stuka,4.0,395.0,"travel, hotels and food",2009-10-14 23:31:00, stuka
344,Good Restaurant near Monterey Aquarium,Chris from Cali,10-13-2009 04:25 PM by Chris from Cali,9.0,421.0,"travel, hotels and food",2009-10-13 16:25:00, Chris from Cali
345,"W Unveils 1st Hotel in South America, the W Santiago",DJ,10-01-2009 02:18 PM by DJ,0.0,357.0,"travel, hotels and food",2009-10-01 14:18:00, DJ
346,Four Hundred Newsletter September 2009,Dynamic,09-29-2009 06:59 PM by Dynamic,1.0,747.0,"travel, hotels and food",2009-09-29 18:59:00, Dynamic
347,My Latest Dinner Party,alin2.5,09-18-2009 10:32 PM by alin2.5,28.0,1745.0,"travel, hotels and food",2009-09-18 22:32:00, alin2.5
348,Need a good fish skinning knife,stuka,09-18-2009 05:11 PM by stuka,9.0,1007.0,"travel, hotels and food",2009-09-18 17:11:00, stuka
349,Frankfurt,pt341985,09-13-2009 07:06 AM by pt341985,0.0,358.0,"travel, hotels and food",2009-09-13 07:06:00, pt341985
350,Four Hundred Newsletter August 2009,Four Hundred,09-10-2009 04:19 PM by Four Hundred,0.0,1640.0,"travel, hotels and food",2009-09-10 16:19:00, Four Hundred
351,"Denver, CO",TUUNER,09-07-2009 01:48 PM by TUUNER,6.0,398.0,"travel, hotels and food",2009-09-07 13:48:00, TUUNER
352,Back from Costa Rica,Chris from Cali,08-21-2009 07:14 PM by Chris from Cali,12.0,806.0,"travel, hotels and food",2009-08-21 19:14:00, Chris from Cali
353,Seared white salmon success,stuka,08-19-2009 01:39 AM by stuka,0.0,345.0,"travel, hotels and food",2009-08-19 01:39:00, stuka
354,"Heading to Montreal for the weekend, need suggestions.",Billan,08-11-2009 08:27 PM by Billan,2.0,426.0,"travel, hotels and food",2009-08-11 20:27:00, Billan
355,Where to go??,SuperVixen,08-10-2009 10:07 PM by SuperVixen,11.0,751.0,"travel, hotels and food",2009-08-10 22:07:00, SuperVixen
356,Sushi Masu,stuka,08-08-2009 11:10 PM by stuka,0.0,385.0,"travel, hotels and food",2009-08-08 23:10:00, stuka
357,The OFFICIAL Monaco and French Riviera Thread.,MONACO BODYGUARDS™,12-12-2020 02:24 PM by MONACO BODYGUARDS™,1200.0,247559.0,"travel, hotels and food",2020-12-12 14:24:00, MONACO BODYGUARDS™
358,all inclusive in USA,Gobbles,08-07-2009 02:12 PM by Gobbles,4.0,423.0,"travel, hotels and food",2009-08-07 14:12:00, Gobbles
359,Need ideas - Maine/N.H.,RDuke,07-24-2009 07:12 PM by RDuke,0.0,342.0,"travel, hotels and food",2009-07-24 19:12:00, RDuke
360,Quality Seafood - Redondo Beach Pier,dphouse,07-17-2009 11:14 PM by dphouse,11.0,2237.0,"travel, hotels and food",2009-07-17 23:14:00, dphouse
361,Golf in a Kingdom: Exploring the Game in Thailand,Jack628,07-16-2009 02:22 PM by Jack628,0.0,466.0,"travel, hotels and food",2009-07-16 14:22:00, Jack628
362,Recommendations for Costa Rica Fishing,45otto,07-12-2009 03:27 PM by 45otto,8.0,521.0,"travel, hotels and food",2009-07-12 15:27:00, 45otto
363,Private Flights to London,BMWRacer13,07-10-2009 03:40 PM by BMWRacer13,11.0,977.0,"travel, hotels and food",2009-07-10 15:40:00, BMWRacer13
364,Four Hundred Newsletter June/July 2009,Four Hundred,07-08-2009 07:32 PM by Four Hundred,0.0,900.0,"travel, hotels and food",2009-07-08 19:32:00, Four Hundred
365,Singapore Suggestions,Shadow,07-05-2009 04:11 PM by Shadow,2.0,440.0,"travel, hotels and food",2009-07-05 16:11:00, Shadow
366,Monaco hotel suggestions....,SamWise,06-27-2009 06:06 AM by SamWise,6.0,482.0,"travel, hotels and food",2009-06-27 06:06:00, SamWise
367,Where to eat in Berlin,Dutchnick,06-26-2009 06:57 PM by Dutchnick,0.0,367.0,"travel, hotels and food",2009-06-26 18:57:00, Dutchnick
368,The Cote d'Azure's New Gem: La Réserve Ramatuelle,Dutchnick,06-24-2009 11:23 AM by Dutchnick,4.0,634.0,"travel, hotels and food",2009-06-24 11:23:00, Dutchnick
369,World’s largest floating hotel due to open in 2012,M5Kid,06-18-2009 05:17 AM by M5Kid,6.0,4381.0,"travel, hotels and food",2009-06-18 05:17:00, M5Kid
370,Four Hundred Newsletter May/June 2009,Four Hundred,06-11-2009 01:49 PM by Four Hundred,0.0,583.0,"travel, hotels and food",2009-06-11 13:49:00, Four Hundred
371,Any Recs. For Koh Samui?,stuka,06-10-2009 03:30 AM by stuka,9.0,478.0,"travel, hotels and food",2009-06-10 03:30:00, stuka
372,Need recommendation on good online place for Maryland crab,stuka,06-03-2009 01:16 AM by stuka,6.0,744.0,"travel, hotels and food",2009-06-03 01:16:00, stuka
373,Heading to Hong Kong,vtgts300kw,05-28-2009 08:10 PM by vtgts300kw,16.0,852.0,"travel, hotels and food",2009-05-28 20:10:00, vtgts300kw
374,Sweet and Sour Pork,stuka,05-26-2009 08:47 PM by stuka,2.0,330.0,"travel, hotels and food",2009-05-26 20:47:00, stuka
375,Where to get good clam chowder in LA,stuka,05-26-2009 02:34 AM by stuka,0.0,297.0,"travel, hotels and food",2009-05-26 02:34:00, stuka
376,Post your favorite Italian Olive oil,Guest,05-24-2009 01:43 AM by Guest,5.0,528.0,"travel, hotels and food",2009-05-24 01:43:00, Guest
377,"Traveling to Hong Kong, trying to decide on a hotel...HELP!",stuka,05-14-2009 08:15 PM by stuka,3.0,384.0,"travel, hotels and food",2009-05-14 20:15:00, stuka
378,The OFFICIAL Monaco and French Riviera Thread.,MONACO BODYGUARDS™,12-12-2020 02:24 PM by MONACO BODYGUARDS™,1200.0,247559.0,"travel, hotels and food",2020-12-12 14:24:00, MONACO BODYGUARDS™
379,"Kram, grilled butterfish with miso question",stuka,05-09-2009 05:15 PM by stuka,5.0,448.0,"travel, hotels and food",2009-05-09 17:15:00, stuka
380,Four Hundred Newsletter April 2009,ashokn225,05-06-2009 11:26 PM by ashokn225,1.0,625.0,"travel, hotels and food",2009-05-06 23:26:00, ashokn225
381,Avocado trick,Fuel&Fire,05-06-2009 01:16 PM by Fuel&Fire,3.0,435.0,"travel, hotels and food",2009-05-06 13:16:00, Fuel&Fire
382,"Best eats in Charleston, SC ?",MexicoBlue,05-06-2009 12:15 AM by MexicoBlue,2.0,353.0,"travel, hotels and food",2009-05-06 00:15:00, MexicoBlue
383,Cyprus,pt341985,04-27-2009 07:33 AM by pt341985,0.0,371.0,"travel, hotels and food",2009-04-27 07:33:00, pt341985
384,Dining in Monte Carlo & Paris,ProfPorter,04-22-2009 11:06 AM by ProfPorter,11.0,1552.0,"travel, hotels and food",2009-04-22 11:06:00, ProfPorter
385,"First trip to LA, any recommendations?",dwishen,04-15-2009 04:09 PM by dwishen,16.0,909.0,"travel, hotels and food",2009-04-15 16:09:00, dwishen
386,How much time do I need to experience Rome,PatrickHenry,04-15-2009 01:12 AM by PatrickHenry,8.0,424.0,"travel, hotels and food",2009-04-15 01:12:00, PatrickHenry
387,"Kram, is Kiwami any good?",Mr Kram,04-07-2009 10:43 PM by Mr Kram,9.0,405.0,"travel, hotels and food",2009-04-07 22:43:00, Mr Kram
388,Going to San Diego...,BigE,04-04-2009 11:24 AM by BigE,3.0,445.0,"travel, hotels and food",2009-04-04 11:24:00, BigE
389,Four Hundred Newsletter March 2009,Four Hundred,03-31-2009 02:03 PM by Four Hundred,0.0,792.0,"travel, hotels and food",2009-03-31 14:03:00, Four Hundred
390,Anyone been to Antigua?,All We'll Drive,03-30-2009 02:47 PM by All We'll Drive,2.0,307.0,"travel, hotels and food",2009-03-30 14:47:00, All We'll Drive
391,Steakhouse Wars!,AutoCEO,03-30-2009 02:13 AM by AutoCEO,103.0,5664.0,"travel, hotels and food",2009-03-30 02:13:00, AutoCEO
392,"Austin, TX...",tractorcrusher,03-26-2009 02:19 AM by tractorcrusher,3.0,425.0,"travel, hotels and food",2009-03-26 02:19:00, tractorcrusher
393,Will be trying this Sushi place in Taipei,stuka,03-21-2009 06:16 AM by stuka,5.0,399.0,"travel, hotels and food",2009-03-21 06:16:00, stuka
394,Had some real Taiwanese hotpot,stuka,03-21-2009 06:13 AM by stuka,5.0,373.0,"travel, hotels and food",2009-03-21 06:13:00, stuka
395,"Sometimes, Business Class is worth it",stuka,03-21-2009 05:24 AM by stuka,4.0,399.0,"travel, hotels and food",2009-03-21 05:24:00, stuka
396,"Amazing Tempura at SOGO, who would have thought?",Alzilla,03-18-2009 01:10 AM by Alzilla,4.0,363.0,"travel, hotels and food",2009-03-18 01:10:00, Alzilla
397,Southern Cali weekend getaway recomandation,ghostrider,03-16-2009 10:07 PM by ghostrider,19.0,642.0,"travel, hotels and food",2009-03-16 22:07:00, ghostrider
398,For the foodies...Fat Duck apparently had some problems...paging Chuck...,smokinghot4cars,03-13-2009 12:20 AM by smokinghot4cars,10.0,724.0,"travel, hotels and food",2009-03-13 00:20:00, smokinghot4cars
399,The OFFICIAL Monaco and French Riviera Thread.,MONACO BODYGUARDS™,12-12-2020 02:24 PM by MONACO BODYGUARDS™,1200.0,247559.0,"travel, hotels and food",2020-12-12 14:24:00, MONACO BODYGUARDS™
400,Beverly Hills - Which hotel should I choose?,SLC4S,03-10-2009 11:45 AM by SLC4S,83.0,2706.0,"travel, hotels and food",2009-03-10 11:45:00, SLC4S
401,Greek Island recommendtions?,U-Boat Commander,03-10-2009 12:52 AM by U-Boat Commander,13.0,790.0,"travel, hotels and food",2009-03-10 00:52:00, U-Boat Commander
402,opinions/ideas needed for cross country trip -> philly to seattle,Thatcher,03-07-2009 07:46 PM by Thatcher,0.0,401.0,"travel, hotels and food",2009-03-07 19:46:00, Thatcher
403,RyuGin (Tokyo) - incredible,Alzilla,03-03-2009 09:25 PM by Alzilla,2.0,417.0,"travel, hotels and food",2009-03-03 21:25:00, Alzilla
404,L.A. Guys... Good Indian food?,RJH&CO.,02-27-2009 07:36 PM by RJH&CO.,11.0,722.0,"travel, hotels and food",2009-02-27 19:36:00, RJH&CO.
405,My favorite sushi place...,lager99,02-27-2009 03:19 AM by lager99,24.0,1129.0,"travel, hotels and food",2009-02-27 03:19:00, lager99
406,Las Vegas Restaurants - need suggestions,Mi4M,02-26-2009 02:39 AM by Mi4M,28.0,1531.0,"travel, hotels and food",2009-02-26 02:39:00, Mi4M
407,Turks & Caicos Islands...any good?,DrivenAgain,02-23-2009 10:35 AM by DrivenAgain,10.0,772.0,"travel, hotels and food",2009-02-23 10:35:00, DrivenAgain
408,London Hotel suggestions needed,RDuke,02-17-2009 05:12 PM by RDuke,4.0,419.0,"travel, hotels and food",2009-02-17 17:12:00, RDuke
409,Where to go in Boston?,BlueSander,02-16-2009 02:12 AM by BlueSander,13.0,604.0,"travel, hotels and food",2009-02-16 02:12:00, BlueSander
410,Kauai tips?,sean,02-14-2009 03:56 PM by sean,4.0,357.0,"travel, hotels and food",2009-02-14 15:56:00, sean
411,Four Hundred Newsletter February 2009,Four Hundred,02-10-2009 03:37 PM by Four Hundred,0.0,623.0,"travel, hotels and food",2009-02-10 15:37:00, Four Hundred
412,looking to rent an appartment in SoCal for the month of July 2009,BigE,02-10-2009 01:30 PM by BigE,7.0,404.0,"travel, hotels and food",2009-02-10 13:30:00, BigE
413,"What to do in Angle Fire, NM?",b9ev,02-06-2009 11:55 AM by b9ev,4.0,728.0,"travel, hotels and food",2009-02-06 11:55:00, b9ev
414,$1 million / week vacation,4Wheels,02-04-2009 05:55 PM by 4Wheels,20.0,1722.0,"travel, hotels and food",2009-02-04 17:55:00, 4Wheels
415,Calling all Chinese Team Speeders - I've got a question for you.,korsdesign,01-30-2009 06:29 PM by korsdesign,0.0,345.0,"travel, hotels and food",2009-01-30 18:29:00, korsdesign
416,Anyone here a member of a vacation club?,Nav,01-27-2009 06:13 PM by Nav,3.0,411.0,"travel, hotels and food",2009-01-27 18:13:00, Nav
417,Four Hundred Newsletter January 2009,4Wheels,01-27-2009 02:09 PM by 4Wheels,4.0,555.0,"travel, hotels and food",2009-01-27 14:09:00, 4Wheels
418,Italy trip recommendation,GMS03,01-24-2009 09:49 AM by GMS03,7.0,552.0,"travel, hotels and food",2009-01-24 09:49:00, GMS03
419,Moving to Phoenix for the summer,bmoores,01-22-2009 11:03 AM by bmoores,7.0,433.0,"travel, hotels and food",2009-01-22 11:03:00, bmoores
420,The OFFICIAL Monaco and French Riviera Thread.,MONACO BODYGUARDS™,12-12-2020 02:24 PM by MONACO BODYGUARDS™,1200.0,247559.0,"travel, hotels and food",2020-12-12 14:24:00, MONACO BODYGUARDS™
421,My New Year's Day Meal,Mr Kram,01-19-2009 12:46 PM by Mr Kram,10.0,1088.0,"travel, hotels and food",2009-01-19 12:46:00, Mr Kram
422,Nespresso Le Cube,M5Kid,01-17-2009 04:29 PM by M5Kid,1.0,361.0,"travel, hotels and food",2009-01-17 16:29:00, M5Kid
423,5 Star Hotels in Taipei,stuka,01-16-2009 12:33 AM by stuka,0.0,318.0,"travel, hotels and food",2009-01-16 00:33:00, stuka
424,"School me on Los Cabos, please.",mgoblue,01-05-2009 12:48 PM by mgoblue,9.0,468.0,"travel, hotels and food",2009-01-05 12:48:00, mgoblue
425,Aspen,Axxlrod,12-28-2008 02:15 PM by Axxlrod,8.0,446.0,"travel, hotels and food",2008-12-28 14:15:00, Axxlrod
426,How to eat like gentlemen on xmas eve...,RacerRick,12-26-2008 10:24 AM by RacerRick,11.0,905.0,"travel, hotels and food",2008-12-26 10:24:00, RacerRick
427,China Travel?,RDuke,12-21-2008 01:32 AM by RDuke,3.0,374.0,"travel, hotels and food",2008-12-21 01:32:00, RDuke
428,do you ever order something normal?,M5Kid,12-20-2008 11:31 PM by M5Kid,6.0,380.0,"travel, hotels and food",2008-12-20 23:31:00, M5Kid
429,W hotel in Times Square,Control It,12-13-2008 06:27 PM by Control It,20.0,1363.0,"travel, hotels and food",2008-12-13 18:27:00, Control It
430,What to do on a cold NYC night...,DJ,12-09-2008 01:03 AM by DJ,17.0,928.0,"travel, hotels and food",2008-12-09 01:03:00, DJ
431,Chipotle comes to Canada!,ATL,12-08-2008 08:04 PM by ATL,25.0,1119.0,"travel, hotels and food",2008-12-08 20:04:00, ATL
432,Great American Restaurants,///M.Eng,12-08-2008 01:06 AM by ///M.Eng,39.0,2363.0,"travel, hotels and food",2008-12-08 01:06:00, ///M.Eng
433,Pinehill Korean BBQ Buffet,Mr Kram,12-05-2008 02:36 PM by Mr Kram,1.0,557.0,"travel, hotels and food",2008-12-05 14:36:00, Mr Kram
434,Four Hundred Newsletter November 2008,chokeu2,11-23-2008 11:51 PM by chokeu2,1.0,834.0,"travel, hotels and food",2008-11-23 23:51:00, chokeu2
435,Best steak in Chicago,tws_andrew,11-21-2008 02:47 AM by tws_andrew,9.0,634.0,"travel, hotels and food",2008-11-21 02:47:00, tws_andrew
436,Driving down to NYC...,Pablo Escobar,11-13-2008 02:12 PM by Pablo Escobar,2.0,416.0,"travel, hotels and food",2008-11-13 14:12:00, Pablo Escobar
437,Cote d'Azur in August,GMS03,11-10-2008 02:45 PM by GMS03,5.0,695.0,"travel, hotels and food",2008-11-10 14:45:00, GMS03
438,Four Hundred Newsletter Ocotober 2008,DJ,11-03-2008 09:25 AM by DJ,2.0,699.0,"travel, hotels and food",2008-11-03 09:25:00, DJ
439,Looking for a Korean BBQ Buffet in LA,ATL,10-28-2008 04:34 PM by ATL,4.0,435.0,"travel, hotels and food",2008-10-28 16:34:00, ATL
440,Stonehill Tavern (Michael Mina) at St. Regis Monarch Beach,dphouse,10-27-2008 09:44 PM by dphouse,6.0,844.0,"travel, hotels and food",2008-10-27 21:44:00, dphouse
441,The OFFICIAL Monaco and French Riviera Thread.,MONACO BODYGUARDS™,12-12-2020 02:24 PM by MONACO BODYGUARDS™,1200.0,247559.0,"travel, hotels and food",2020-12-12 14:24:00, MONACO BODYGUARDS™
442,Travel Agent Recommendation,djantlive,10-15-2008 05:44 AM by djantlive,8.0,422.0,"travel, hotels and food",2008-10-15 05:44:00, djantlive
443,Manhattan Restaurants Suggestions,carendt242,10-09-2008 12:55 AM by carendt242,6.0,482.0,"travel, hotels and food",2008-10-09 00:55:00, carendt242
444,Honeymoon in the Bahamas? Where to go?,ATL,10-07-2008 11:55 AM by ATL,10.0,881.0,"travel, hotels and food",2008-10-07 11:55:00, ATL
445,Kona Kampachi is yummy!,NK1983,10-06-2008 08:37 PM by NK1983,2.0,439.0,"travel, hotels and food",2008-10-06 20:37:00, NK1983
446,Trip To Africa,Chris from Cali,09-25-2008 04:59 PM by Chris from Cali,3.0,519.0,"travel, hotels and food",2008-09-25 16:59:00, Chris from Cali
447,Dinner suggestion in the south bay area,SuperVixen,09-22-2008 04:09 AM by SuperVixen,2.0,509.0,"travel, hotels and food",2008-09-22 04:09:00, SuperVixen
448,Italy in the spring,MexicoBlue,09-18-2008 12:11 PM by MexicoBlue,1.0,395.0,"travel, hotels and food",2008-09-18 12:11:00, MexicoBlue
449,FRENCH LAUNDRY...Here we come!!!!!,LABrit,09-17-2008 09:19 PM by LABrit,8.0,598.0,"travel, hotels and food",2008-09-17 21:19:00, LABrit
450,Dinner Suggestions in L.A.,Ara,09-17-2008 04:34 PM by Ara,13.0,676.0,"travel, hotels and food",2008-09-17 16:34:00, Ara
451,Four Hundred Newsletter September 2008,Four Hundred,09-10-2008 12:43 PM by Four Hundred,0.0,743.0,"travel, hotels and food",2008-09-10 12:43:00, Four Hundred
452,Need DC Suggestions,KyzrSosa,09-04-2008 12:31 AM by KyzrSosa,8.0,650.0,"travel, hotels and food",2008-09-04 00:31:00, KyzrSosa
453,Four Hundred Newsletter August 2008,Four Hundred,08-20-2008 07:47 PM by Four Hundred,0.0,595.0,"travel, hotels and food",2008-08-20 19:47:00, Four Hundred
454,Enric Rovira Chocolates,Sine_Qua_Non,08-19-2008 02:25 PM by Sine_Qua_Non,0.0,360.0,"travel, hotels and food",2008-08-19 14:25:00, Sine_Qua_Non
455,"Mandarin Oriental, Hong Kong",911 S,08-16-2008 05:26 AM by 911 S,3.0,710.0,"travel, hotels and food",2008-08-16 05:26:00, 911 S
456,July Sailing Trip,4Wheels,08-07-2008 03:48 PM by 4Wheels,10.0,840.0,"travel, hotels and food",2008-08-07 15:48:00, 4Wheels
457,NY Sushi & Steak,Bluestrike2,08-05-2008 02:41 PM by Bluestrike2,3.0,495.0,"travel, hotels and food",2008-08-05 14:41:00, Bluestrike2
458,Ono in NYC,sheynk,07-17-2008 01:34 PM by sheynk,0.0,507.0,"travel, hotels and food",2008-07-17 13:34:00, sheynk
